"gene","mean_cnv","chr","start","stop","alteration","mean_solid","mean_ascites","solid_status","ascites_status","shared","site_specific"
"XRCC2",0.942524466097972,"chr7",152644776,152676193,"Loss",0.941718374800853,0.945067224601275,"Loss","Loss",TRUE,FALSE
"INSIG1",0.940801003225937,"chr7",155297776,155310235,"Loss",0.940002721343974,0.943319127476437,"Loss","Loss",TRUE,FALSE
"NCAPG2",0.939197268708113,"chr7",158631169,158704804,"Loss",0.938450353247599,0.941553361182076,"Loss","Loss",TRUE,FALSE
"CLN8",1.00510125296691,"chr8",1755778,1801711,"Neutral",1.00627495506523,1.00139889195457,"Neutral","Neutral",FALSE,FALSE
"DEFB1",1.00593161440267,"chr8",6870592,6877936,"Neutral",1.00718200044911,1.00198735925027,"Neutral","Neutral",FALSE,FALSE
"FDFT1",1.00632354387693,"chr8",11795573,11839395,"Neutral",1.00764974372129,1.00214013941221,"Neutral","Neutral",FALSE,FALSE
"CTSB",1.0066887985833,"chr8",11842524,11869533,"Neutral",1.00802483617749,1.00247436162623,"Neutral","Neutral",FALSE,FALSE
"TUSC3",1.0071127792919,"chr8",15417215,15766649,"Neutral",1.00843068876542,1.002955526221,"Neutral","Neutral",FALSE,FALSE
"MSR1",1.00729333862359,"chr8",16107878,16567490,"Neutral",1.00857416603115,1.00325305833094,"Neutral","Neutral",FALSE,FALSE
"MTUS1",1.00775366398183,"chr8",17643795,17801094,"Neutral",1.00901748344853,1.00376703404667,"Neutral","Neutral",FALSE,FALSE
"SH2D4A",1.00819104022089,"chr8",19313693,19396218,"Neutral",1.00944822395482,1.00422534223968,"Neutral","Neutral",FALSE,FALSE
"ATP6V1B2",1.00858538451988,"chr8",20197381,20226819,"Neutral",1.00984046785379,1.00462631210332,"Neutral","Neutral",FALSE,FALSE
"DOK2",1.00909655480161,"chr8",21908873,21913690,"Neutral",1.01037868335059,1.00505217014955,"Neutral","Neutral",FALSE,FALSE
"REEP4",1.00979919422574,"chr8",22138020,22141951,"Neutral",1.01108409869799,1.00574605311828,"Neutral","Neutral",FALSE,FALSE
"BMP1",1.0107104496257,"chr8",22165140,22212326,"Neutral",1.01201484379288,1.00659582964143,"Neutral","Neutral",FALSE,FALSE
"SLC39A14",1.01160262280622,"chr8",22367278,22434129,"Neutral",1.01294743323323,1.00736051256285,"Neutral","Neutral",FALSE,FALSE
"EGR3",1.01236316832769,"chr8",22687659,22693480,"Neutral",1.01373540700986,1.00803453757566,"Neutral","Neutral",FALSE,FALSE
"SLC25A37",1.01316984314154,"chr8",23528956,23575463,"Neutral",1.01458016915987,1.0087210685569,"Neutral","Neutral",FALSE,FALSE
"ADAM28",1.01398692240351,"chr8",24294069,24359014,"Neutral",1.01543480029792,1.00941969305753,"Neutral","Neutral",FALSE,FALSE
"DOCK5",1.01480353104749,"chr8",25184689,25418082,"Neutral",1.01631819030472,1.01002564457274,"Neutral","Neutral",FALSE,FALSE
"DPYSL2",1.01576216073324,"chr8",26514031,26658178,"Neutral",1.0173727820427,1.01068156869004,"Neutral","Neutral",FALSE,FALSE
"CLU",1.01688402155435,"chr8",27596917,27614700,"Neutral",1.01856775194583,1.01157281203563,"Neutral","Neutral",FALSE,FALSE
"SCARA3",1.01738897514151,"chr8",27633868,27676776,"Neutral",1.0191045362028,1.01197735800571,"Neutral","Neutral",FALSE,FALSE
"PBK",1.01792823772756,"chr8",27809624,27838082,"Neutral",1.01968442424955,1.01238847042313,"Neutral","Neutral",FALSE,FALSE
"PNOC",1.01845175587839,"chr8",28316986,28343355,"Neutral",1.02026158849831,1.01274276571773,"Neutral","Neutral",FALSE,FALSE
"ZNF395",1.01909499539601,"chr8",28345590,28402701,"Neutral",1.02094863589952,1.01324781633674,"Neutral","Neutral",FALSE,FALSE
"FZD3",1.01995328192863,"chr8",28494205,28574267,"Neutral",1.02188751406988,1.01385188219623,"Neutral","Neutral",FALSE,FALSE
"DUSP4",1.02071719646173,"chr8",29333064,29350684,"Neutral",1.02268975618561,1.01449489505605,"Neutral","Neutral",FALSE,FALSE
"RBPMS",1.02170802332293,"chr8",30384511,30572256,"Neutral",1.02375949177906,1.01523680985155,"Neutral","Neutral",FALSE,FALSE
"RAB11FIP1",1.0228310170673,"chr8",37858618,37899497,"Neutral",1.02496781452429,1.01609063924284,"Neutral","Neutral",FALSE,FALSE
"EIF4EBP1",1.02396143837961,"chr8",38030534,38060365,"Neutral",1.02623545747726,1.01678820450664,"Neutral","Neutral",FALSE,FALSE
"PLPP5",1.02506231425668,"chr8",38263130,38269243,"Neutral",1.02750826172145,1.01734674439891,"Neutral","Neutral",FALSE,FALSE
"FGFR1",1.02628566373251,"chr8",38400215,38468834,"Neutral",1.02891433187397,1.01799371430579,"Neutral","Neutral",FALSE,FALSE
"ADAM9",1.02748313120355,"chr8",38996754,39105445,"Neutral",1.03023893322772,1.01879014685373,"Neutral","Neutral",FALSE,FALSE
"IDO1",1.02848683921238,"chr8",39902275,39928790,"Neutral",1.03141639393016,1.01924576416772,"Neutral","Neutral",FALSE,FALSE
"TCIM",1.02959730969137,"chr8",40153482,40155310,"Neutral",1.03270591600767,1.01979142892767,"Neutral","Neutral",FALSE,FALSE
"SFRP1",1.03062523869993,"chr8",41261962,41309473,"Neutral",1.03385891262571,1.02042484092729,"Neutral","Neutral",FALSE,FALSE
"PLAT",1.03176028036583,"chr8",42174718,42207709,"Neutral",1.03514361741613,1.02108778075575,"Neutral","Neutral",FALSE,FALSE
"CEBPD",1.03284098634375,"chr8",47736913,47738164,"Neutral",1.03635004148839,1.0217719178158,"Neutral","Neutral",FALSE,FALSE
"MCM4",1.03385182828403,"chr8",47960185,47978160,"Neutral",1.03748067442373,1.02240488745752,"Neutral","Neutral",FALSE,FALSE
"SOX17",1.03479825355752,"chr8",54457935,54460892,"Neutral",1.03850795316315,1.0230962661392,"Neutral","Neutral",FALSE,FALSE
"LYN",1.03544210607004,"chr8",55879835,56014169,"Neutral",1.0391505190209,1.023744177314,"Neutral","Neutral",FALSE,FALSE
"RPS20",1.03638504091577,"chr8",56067254,56074510,"Neutral",1.04012790525901,1.02457843765693,"Neutral","Neutral",FALSE,FALSE
"PLAG1",1.03727147724819,"chr8",56160909,56211324,"Neutral",1.0410448434773,1.02536865792805,"Neutral","Neutral",FALSE,FALSE
"CHD7",1.03821321701489,"chr8",60678740,60868028,"Neutral",1.04199315086458,1.02628968059594,"Neutral","Neutral",FALSE,FALSE
"GGH",1.03894715100011,"chr8",63014881,63039407,"Neutral",1.04272144809619,1.02704139532535,"Neutral","Neutral",FALSE,FALSE
"SGK3",1.03988775047913,"chr8",66712734,66862022,"Neutral",1.04366271526346,1.0279798886286,"Neutral","Neutral",FALSE,FALSE
"PREX2",1.0409841289578,"chr8",67952046,68237032,"Neutral",1.04479814721823,1.02895307565391,"Neutral","Neutral",FALSE,FALSE
"SULF1",1.0421554427667,"chr8",69466624,69660915,"Neutral",1.04602361009558,1.02995358002134,"Neutral","Neutral",FALSE,FALSE
"RPL7",1.04340705102769,"chr8",73290242,73295789,"Neutral",1.04726050614258,1.03125159693023,"Neutral","Neutral",FALSE,FALSE
"LY96",1.04414888829955,"chr8",73991392,74029079,"Neutral",1.04794572018872,1.03217204819931,"Neutral","Neutral",FALSE,FALSE
"TPD52",1.0452068863348,"chr8",80034745,80231232,"Neutral",1.04890741909036,1.03353381510257,"Neutral","Neutral",FALSE,FALSE
"ZBTB10",1.04631102320268,"chr8",80485619,80526265,"Neutral",1.04993573641615,1.0348771194023,"Neutral","Neutral",FALSE,FALSE
"ZNF704",1.0474981674422,"chr8",80628451,80874781,"Neutral",1.05105006771112,1.03629394697243,"Gain","Neutral",FALSE,TRUE
"PAG1",1.04869060796429,"chr8",80967810,81112068,"Neutral",1.05215425385851,1.03776477973438,"Gain","Neutral",FALSE,TRUE
"FABP5",1.05028052721368,"chr8",81280536,81284777,"Gain",1.05366797847811,1.03959504960349,"Gain","Neutral",FALSE,TRUE
"CHMP4C",1.0522811756759,"chr8",81732448,81759515,"Gain",1.05560754953829,1.04178836244993,"Gain","Neutral",FALSE,TRUE
"LRRCC1",1.05462872415619,"chr8",85107215,85146080,"Gain",1.05786442368039,1.04442193677528,"Gain","Neutral",FALSE,TRUE
"CA2",1.05706747848006,"chr8",85463968,85481493,"Gain",1.06023972813041,1.04706083927948,"Gain","Neutral",FALSE,TRUE
"RIPK2",1.05977665098107,"chr8",89757806,89791064,"Gain",1.06292350499158,1.0498501205465,"Gain","Neutral",FALSE,TRUE
"ESRP1",1.06241536265022,"chr8",94641074,94707466,"Gain",1.06555511273782,1.05251124104262,"Gain","Gain",TRUE,FALSE
"NDUFAF6",1.06485646982231,"chr8",94895533,95116455,"Gain",1.06792126068763,1.05518880182801,"Gain","Gain",TRUE,FALSE
"TP53INP1",1.06734355537986,"chr8",94925972,94949378,"Gain",1.07033340649153,1.05791227958646,"Gain","Gain",TRUE,FALSE
"SDC2",1.06991638334311,"chr8",96493813,96611790,"Gain",1.07283671236498,1.06070441010965,"Gain","Gain",TRUE,FALSE
"LAPTM4B",1.07243924717638,"chr8",97775057,97853013,"Gain",1.07526178587806,1.06353574665449,"Gain","Gain",TRUE,FALSE
"MATN2",1.07394382637535,"chr8",97868840,98036724,"Gain",1.07664944046817,1.06540915633767,"Gain","Gain",TRUE,FALSE
"RPL30",1.07556257038963,"chr8",98024851,98046469,"Gain",1.0781612354268,1.06736526365265,"Gain","Gain",TRUE,FALSE
"SPAG1",1.07691703062626,"chr8",100157906,100259278,"Gain",1.0793782795676,1.06915319333303,"Gain","Gain",TRUE,FALSE
"NCALD",1.07828591055678,"chr8",101686542,102124907,"Gain",1.08066563671585,1.07077923116683,"Gain","Gain",TRUE,FALSE
"KLF10",1.07961164331593,"chr8",102648784,102655725,"Gain",1.08187324587241,1.07247757655185,"Gain","Gain",TRUE,FALSE
"FZD6",1.08081951940689,"chr8",103298433,103332866,"Gain",1.08299194265108,1.07396676253345,"Gain","Gain",TRUE,FALSE
"CTHRC1",1.08191714641766,"chr8",103371538,103382989,"Gain",1.08398348033964,1.07539904087607,"Gain","Gain",TRUE,FALSE
"EXT1",1.08294107379112,"chr8",117794490,118111826,"Gain",1.08493601922017,1.07664815824735,"Gain","Gain",TRUE,FALSE
"SAMD12",1.08439765885383,"chr8",118189455,118622112,"Gain",1.08624761306222,1.07856210795418,"Gain","Gain",TRUE,FALSE
"TNFRSF11B",1.08584920678538,"chr8",118923557,118951885,"Gain",1.0875554589853,1.08046695380038,"Gain","Gain",TRUE,FALSE
"MAL2",1.08735202502199,"chr8",119165034,119245673,"Gain",1.08897453299052,1.08223393734583,"Gain","Gain",TRUE,FALSE
"DEPTOR",1.08808526859408,"chr8",119873717,120050918,"Gain",1.08969736138026,1.0830000348807,"Gain","Gain",TRUE,FALSE
"FAM83A",1.08876722419763,"chr8",123178960,123210079,"Gain",1.09031994767045,1.08386926682248,"Gain","Gain",TRUE,FALSE
"ATAD2",1.08953872744223,"chr8",123319850,123416350,"Gain",1.09107930985087,1.0846790682031,"Gain","Gain",TRUE,FALSE
"FBXO32",1.09019665874288,"chr8",123497889,123541206,"Gain",1.09168751899023,1.0854938445769,"Gain","Gain",TRUE,FALSE
"MTSS1",1.09095323005295,"chr8",124550784,124728473,"Gain",1.09243876129683,1.08626722585491,"Gain","Gain",TRUE,FALSE
"SQLE",1.09186720139007,"chr8",124998497,125022283,"Gain",1.09330429528992,1.08733398939913,"Gain","Gain",TRUE,FALSE
"TRIB1",1.09277081949421,"chr8",125430358,125438403,"Gain",1.09408919558315,1.08861209451766,"Gain","Gain",TRUE,FALSE
"MYC",1.0936962191345,"chr8",127735434,127742951,"Gain",1.09488386096516,1.08994988621344,"Gain","Gain",TRUE,FALSE
"SLA",1.09468228553676,"chr8",133036728,133102912,"Gain",1.09571846247,1.09141373801943,"Gain","Gain",TRUE,FALSE
"NDRG1",1.09652123028894,"chr8",133237175,133302022,"Gain",1.09739739109464,1.09375744243151,"Gain","Gain",TRUE,FALSE
"ST3GAL1",1.09816333722306,"chr8",133454848,133571926,"Gain",1.09894174053636,1.09570791852423,"Gain","Gain",TRUE,FALSE
"KHDRBS3",1.10007527695367,"chr8",135457456,135656722,"Gain",1.1007360123219,1.09799103354106,"Gain","Gain",TRUE,FALSE
"DENND3",1.10203816098102,"chr8",141117278,141195808,"Gain",1.10261668007729,1.10021326303632,"Gain","Gain",TRUE,FALSE
"PTP4A3",1.10424516473355,"chr8",141391995,141432454,"Gain",1.10470338443832,1.10279974278837,"Gain","Gain",TRUE,FALSE
"LY6K",1.10663158845409,"chr8",142700111,142705127,"Gain",1.10703999389808,1.10534330210338,"Gain","Gain",TRUE,FALSE
"THEM6",1.10912394125941,"chr8",142727223,142736927,"Gain",1.10951812826344,1.10788050598106,"Gain","Gain",TRUE,FALSE
"LYPD2",1.11192475851464,"chr8",142750150,142752532,"Gain",1.11232437272877,1.1106642034824,"Gain","Gain",TRUE,FALSE
"LY6E",1.11463862978321,"chr8",143017982,143023832,"Gain",1.11507525254221,1.11326133388987,"Gain","Gain",TRUE,FALSE
"MINCR",1.11708783259907,"chr8",143280152,143281705,"Gain",1.11757259630852,1.11555867945139,"Gain","Gain",TRUE,FALSE
"RHPN1",1.11964750622346,"chr8",143368876,143384221,"Gain",1.12013437796043,1.11811170345072,"Gain","Gain",TRUE,FALSE
"MROH6",1.12251047179619,"chr8",143566192,143572772,"Gain",1.12304143816928,1.12083557558408,"Gain","Gain",TRUE,FALSE
"MAPK15",1.12550200858066,"chr8",143716340,143722458,"Gain",1.1260960076625,1.12362828010634,"Gain","Gain",TRUE,FALSE
"FAM83H",1.12851528365636,"chr8",143723933,143738234,"Gain",1.12912429043873,1.12659421444252,"Gain","Gain",TRUE,FALSE
"SCRIB",1.1316645501829,"chr8",143790920,143815773,"Gain",1.1323136825793,1.12961690753173,"Gain","Gain",TRUE,FALSE
"NRBP2",1.13491719765242,"chr8",143833583,143840973,"Gain",1.13563332622011,1.13265822027423,"Gain","Gain",TRUE,FALSE
"EPPK1",1.13870974500276,"chr8",143857324,143878467,"Gain",1.13949373153456,1.1362367144325,"Gain","Gain",TRUE,FALSE
"EXOSC4",1.14243252810845,"chr8",144078648,144080648,"Gain",1.14328183813992,1.13975343913653,"Gain","Gain",TRUE,FALSE
"SCX",1.14621052861728,"chr8",144266453,144268481,"Gain",1.14716071768041,1.14321322380994,"Gain","Gain",TRUE,FALSE
"SLC39A4",1.15009177692268,"chr8",144409742,144416844,"Gain",1.15110453112972,1.14689711475364,"Gain","Gain",TRUE,FALSE
"PPP1R16A",1.15400229860123,"chr8",144477969,144502121,"Gain",1.15511474456751,1.15049316576439,"Gain","Gain",TRUE,FALSE
"MFSD3",1.15715784901406,"chr8",144509070,144511213,"Gain",1.15834463408959,1.15341421866698,"Gain","Gain",TRUE,FALSE
"RPL8",1.16008330942469,"chr8",144789765,144792587,"Gain",1.16132862893197,1.15615503631497,"Gain","Gain",TRUE,FALSE
"DOCK8",1.01203629948284,"chr9",214854,465259,"Neutral",1.01053214065122,1.01678106310092,"Neutral","Neutral",FALSE,FALSE
"KANK1",1.01234600575362,"chr9",470291,746105,"Neutral",1.01085390909399,1.0170527200955,"Neutral","Neutral",FALSE,FALSE
"GLIS3",1.01266094547694,"chr9",3824127,4348392,"Neutral",1.01119867167918,1.01727358569114,"Neutral","Neutral",FALSE,FALSE
"JAK2",1.01278312040147,"chr9",4984390,5129948,"Neutral",1.01132430201568,1.0173848607608,"Neutral","Neutral",FALSE,FALSE
"GLDC",1.01301938034447,"chr9",6532467,6645729,"Neutral",1.01156470245208,1.01760805980755,"Neutral","Neutral",FALSE,FALSE
"NFIB",1.01319043859318,"chr9",14081843,14398983,"Neutral",1.01175979436298,1.0177033055532,"Neutral","Neutral",FALSE,FALSE
"BNC2",1.01299209226229,"chr9",16409503,16870843,"Neutral",1.01157342907169,1.01746716587259,"Neutral","Neutral",FALSE,FALSE
"PLIN2",1.01277680851013,"chr9",19108375,19149290,"Neutral",1.01138200762217,1.0171766101591,"Neutral","Neutral",FALSE,FALSE
"RPS6",1.01277564141311,"chr9",19375715,19380236,"Neutral",1.01144309669214,1.01697906034638,"Neutral","Neutral",FALSE,FALSE
"CDKN2A",1.0125623637585,"chr9",21967752,21995301,"Neutral",1.01132695463433,1.01645937525925,"Neutral","Neutral",FALSE,FALSE
"CDKN2B",1.01194120153358,"chr9",22002903,22009305,"Neutral",1.01078166214996,1.01559888725497,"Neutral","Neutral",FALSE,FALSE
"AQP3",1.011481089044,"chr9",33441156,33447596,"Neutral",1.01039764930728,1.01489872376256,"Neutral","Neutral",FALSE,FALSE
"CD72",1.01100963701397,"chr9",35609982,35646810,"Neutral",1.0100313261186,1.01409565017022,"Neutral","Neutral",FALSE,FALSE
"TPM2",1.01071206444247,"chr9",35681992,35690056,"Neutral",1.00981770588134,1.01353325584403,"Neutral","Neutral",FALSE,FALSE
"GLIPR2",1.0102484660182,"chr9",36136536,36163913,"Neutral",1.00936402978162,1.01303835814239,"Neutral","Neutral",FALSE,FALSE
"ANXA1",1.00999939485751,"chr9",73151865,73170393,"Neutral",1.00911850316478,1.01277810596653,"Neutral","Neutral",FALSE,FALSE
"GCNT1",1.00982919365766,"chr9",76419850,76651203,"Neutral",1.00899315892208,1.01246640663906,"Neutral","Neutral",FALSE,FALSE
"PRUNE2",1.00969709460541,"chr9",76611376,76906114,"Neutral",1.00889014085215,1.01224257366619,"Neutral","Neutral",FALSE,FALSE
"CEP78",1.00965378192334,"chr9",78236062,78279690,"Neutral",1.00886869355799,1.01213028815033,"Neutral","Neutral",FALSE,FALSE
"PSAT1",1.00973696680467,"chr9",78297125,78330093,"Neutral",1.00898733376779,1.01210163168281,"Neutral","Neutral",FALSE,FALSE
"TLE1",1.00977999280995,"chr9",81583683,81689547,"Neutral",1.00906888728442,1.01202312535369,"Neutral","Neutral",FALSE,FALSE
"RASEF",1.00980746236205,"chr9",82979590,83063177,"Neutral",1.00914326254572,1.01190263413342,"Neutral","Neutral",FALSE,FALSE
"GOLM1",1.00996468236456,"chr9",86026146,86100173,"Neutral",1.00935977364737,1.01187282451897,"Neutral","Neutral",FALSE,FALSE
"GAS1",1.01002849190157,"chr9",86944362,86947506,"Neutral",1.00944624695118,1.01186514279197,"Neutral","Neutral",FALSE,FALSE
"DAPK1",1.00998581551943,"chr9",87497228,87708634,"Neutral",1.00945195530069,1.01166984016481,"Neutral","Neutral",FALSE,FALSE
"CTSL",1.01004713493732,"chr9",87724051,87731469,"Neutral",1.00958912512353,1.0114918947961,"Neutral","Neutral",FALSE,FALSE
"NXNL2",1.01027114274375,"chr9",88534033,88584274,"Neutral",1.00988601411761,1.01148600400385,"Neutral","Neutral",FALSE,FALSE
"CKS2",1.01047988297591,"chr9",89311195,89316703,"Neutral",1.01012633893248,1.01159511288344,"Neutral","Neutral",FALSE,FALSE
"GADD45G",1.01064001659405,"chr9",89605012,89606555,"Neutral",1.01031873982175,1.01165346165615,"Neutral","Neutral",FALSE,FALSE
"SYK",1.0107864369214,"chr9",90801787,90898549,"Neutral",1.01051495828704,1.01164279724739,"Neutral","Neutral",FALSE,FALSE
"NFIL3",1.01094700489284,"chr9",91409045,91423832,"Neutral",1.01069384185809,1.01174558994346,"Neutral","Neutral",FALSE,FALSE
"SUSD3",1.01126155035715,"chr9",93058688,93085133,"Neutral",1.01106042237351,1.01189599448586,"Neutral","Neutral",FALSE,FALSE
"NINJ1",1.01169362362026,"chr9",93121496,93134251,"Neutral",1.01151586958149,1.01225433627796,"Neutral","Neutral",FALSE,FALSE
"FBP1",1.01217109111772,"chr9",94603133,94640249,"Neutral",1.01196915686408,1.01280807856862,"Neutral","Neutral",FALSE,FALSE
"CTSV",1.0128179588343,"chr9",97029677,97156556,"Neutral",1.01263335670275,1.01340027332077,"Neutral","Neutral",FALSE,FALSE
"TMOD1",1.01344940413982,"chr9",97501180,97601743,"Neutral",1.01326253879475,1.01403885777474,"Neutral","Neutral",FALSE,FALSE
"CORO2A",1.01399324069847,"chr9",98120975,98192637,"Neutral",1.01379909482779,1.01460566024116,"Neutral","Neutral",FALSE,FALSE
"TBC1D2",1.014630989723,"chr9",98199011,98255649,"Neutral",1.01439882156621,1.01536334790253,"Neutral","Neutral",FALSE,FALSE
"TGFBR1",1.0152735219639,"chr9",99104038,99154192,"Neutral",1.01497967877997,1.01620042969413,"Neutral","Neutral",FALSE,FALSE
"NR4A3",1.016110616731,"chr9",99821855,99866891,"Neutral",1.01576156135753,1.01721168744369,"Neutral","Neutral",FALSE,FALSE
"SMC2",1.01705191711776,"chr9",104094260,104141419,"Neutral",1.01664178136511,1.01834566160586,"Neutral","Neutral",FALSE,FALSE
"ABCA1",1.01803263495742,"chr9",104781006,104928155,"Neutral",1.01759183580867,1.01942310497954,"Neutral","Neutral",FALSE,FALSE
"ZNF462",1.01918645045564,"chr9",106863166,107013634,"Neutral",1.0186833854316,1.02077333381756,"Neutral","Neutral",FALSE,FALSE
"KLF4",1.02034346937543,"chr9",107484852,107490482,"Neutral",1.01975846341544,1.02218882967713,"Neutral","Neutral",FALSE,FALSE
"CTNNAL1",1.0216900998729,"chr9",108942569,109013522,"Neutral",1.02099832230158,1.02387226373965,"Neutral","Neutral",FALSE,FALSE
"TXN",1.02308559086419,"chr9",110243810,110256507,"Neutral",1.02232937902834,1.02547100810262,"Neutral","Neutral",FALSE,FALSE
"PTGR1",1.02414098432461,"chr9",111549722,111599893,"Neutral",1.0233227379215,1.0267220852579,"Neutral","Neutral",FALSE,FALSE
"UGCG",1.02503387269751,"chr9",111896814,111935369,"Neutral",1.02411895960577,1.02791990192536,"Neutral","Neutral",FALSE,FALSE
"SLC31A2",1.02610118852548,"chr9",113150976,113164140,"Neutral",1.02509283030202,1.02928198387243,"Neutral","Neutral",FALSE,FALSE
"FKBP15",1.02721640525011,"chr9",113161006,113221458,"Neutral",1.02611489937577,1.03069102833364,"Neutral","Neutral",FALSE,FALSE
"SLC31A1",1.02850679508861,"chr9",113221544,113264492,"Neutral",1.02728753565218,1.0323528635312,"Neutral","Neutral",FALSE,FALSE
"RGS3",1.02992178275434,"chr9",113444731,113597743,"Neutral",1.02861246828319,1.03405192349263,"Neutral","Neutral",FALSE,FALSE
"ZNF618",1.03121302717619,"chr9",113876282,114056593,"Neutral",1.02979383506772,1.03568976922084,"Neutral","Neutral",FALSE,FALSE
"TLR4",1.03242806623781,"chr9",117704175,117724735,"Neutral",1.03086736488504,1.03735118927618,"Neutral","Neutral",FALSE,FALSE
"MEGF9",1.03384981334573,"chr9",120600811,120714470,"Neutral",1.03219142552137,1.03908108151256,"Neutral","Neutral",FALSE,FALSE
"PHF19",1.03543518526874,"chr9",120855651,120894896,"Neutral",1.03366952063173,1.04100485062276,"Neutral","Neutral",FALSE,FALSE
"PTGS1",1.03713676367176,"chr9",122370530,122395703,"Neutral",1.03519970981854,1.04324706429678,"Neutral","Neutral",FALSE,FALSE
"CRB2",1.03893317265901,"chr9",123356170,123380324,"Neutral",1.03686637721134,1.04545273405106,"Neutral","Neutral",FALSE,FALSE
"NEK6",1.04071665647403,"chr9",124257606,124353307,"Neutral",1.03846123265375,1.04783123284778,"Neutral","Neutral",FALSE,FALSE
"RPL35",1.04256348181655,"chr9",124857880,124861981,"Neutral",1.04011387203343,1.05029060420089,"Neutral","Gain",FALSE,TRUE
"HSPA5",1.04433185840869,"chr9",125234853,125241382,"Neutral",1.04173011298057,1.05253888202306,"Neutral","Gain",FALSE,TRUE
"RPL12",1.04620665598117,"chr9",127447674,127451406,"Neutral",1.04338231727394,1.05511583449443,"Neutral","Gain",FALSE,TRUE
"ENG",1.04778673017917,"chr9",127815013,127854658,"Neutral",1.044780784648,1.05726877469097,"Neutral","Gain",FALSE,TRUE
"SLC25A25",1.04969875909122,"chr9",128068201,128109245,"Neutral",1.04646359226111,1.05990386612594,"Neutral","Gain",FALSE,TRUE
"LCN2",1.05166004520071,"chr9",128149071,128153453,"Gain",1.04811232025613,1.06285109490248,"Neutral","Gain",FALSE,TRUE
"CERCAM",1.05333187418905,"chr9",128411751,128437351,"Gain",1.04960999499857,1.06507228125421,"Neutral","Gain",FALSE,TRUE
"IER5L",1.05497713491911,"chr9",129175552,129178261,"Gain",1.05111015776156,1.06717524335245,"Gain","Gain",TRUE,FALSE
"PRRX2",1.05657257866905,"chr9",129665647,129722674,"Gain",1.05254204512041,1.0692866142755,"Gain","Gain",TRUE,FALSE
"PTGES",1.05811637155213,"chr9",129738331,129753042,"Gain",1.05395477657614,1.07124383124598,"Gain","Gain",TRUE,FALSE
"NCS1",1.05980596784253,"chr9",130172404,130237303,"Gain",1.05552533191948,1.07330893386111,"Gain","Gain",TRUE,FALSE
"ASS1",1.06147009235142,"chr9",130444961,130501274,"Gain",1.05710231791534,1.07524793070242,"Gain","Gain",TRUE,FALSE
"AIF1L",1.06258548494575,"chr9",131096476,131123152,"Gain",1.05807898817839,1.07680091316865,"Gain","Gain",TRUE,FALSE
"RPL7A",1.06369825831145,"chr9",133348218,133351426,"Gain",1.05908512829563,1.07825005364342,"Gain","Gain",TRUE,FALSE
"RXRA",1.06458159630753,"chr9",134317098,134440585,"Gain",1.05985401795833,1.07949441088622,"Gain","Gain",TRUE,FALSE
"FCN1",1.06569157705257,"chr9",134903232,134917912,"Gain",1.06081958140562,1.08105994587581,"Gain","Gain",TRUE,FALSE
"PAEP",1.06732161591354,"chr9",135561756,135566955,"Gain",1.062351819233,1.08299849124301,"Gain","Gain",TRUE,FALSE
"EGFL7",1.06888175476444,"chr9",136658856,136672678,"Gain",1.06375297200765,1.08506014052919,"Gain","Gain",TRUE,FALSE
"LCN12",1.07042697679278,"chr9",136949551,136955497,"Gain",1.06514808391309,1.08707887442004,"Gain","Gain",TRUE,FALSE
"PTGDS",1.07210945904559,"chr9",136975092,136981742,"Gain",1.06664334383277,1.08935193640155,"Gain","Gain",TRUE,FALSE
"CLIC3",1.0739429896567,"chr9",136994608,136996568,"Gain",1.06828229488966,1.09179925457971,"Gain","Gain",TRUE,FALSE
"NPDC1",1.07619517175306,"chr9",137039463,137046179,"Gain",1.07034039319175,1.09466366040309,"Gain","Gain",TRUE,FALSE
"TPRN",1.07839301681549,"chr9",137191617,137204193,"Gain",1.07234255079716,1.09747878783425,"Gain","Gain",TRUE,FALSE
"TUBB4B",1.0807006475248,"chr9",137241287,137243707,"Gain",1.07441684832636,1.10052245170749,"Gain","Gain",TRUE,FALSE
"PFKP",0.908420477798095,"chr10",3066333,3137718,"Loss",0.912835045928656,0.894495032017319,"Loss","Loss",TRUE,FALSE
"KLF6",0.908844532543423,"chr10",3775996,3785281,"Loss",0.913121420180505,0.895353390230235,"Loss","Loss",TRUE,FALSE
"AKR1C3",0.910209551379765,"chr10",5035354,5107686,"Loss",0.914273329953229,0.897390646672393,"Loss","Loss",TRUE,FALSE
"NET1",0.911588955624614,"chr10",5412557,5459056,"Loss",0.915432083510314,0.899466078047889,"Loss","Loss",TRUE,FALSE
"CALML5",0.912897630724611,"chr10",5498697,5499570,"Loss",0.916542029718681,0.901401629508978,"Loss","Loss",TRUE,FALSE
"PFKFB3",0.914395344346877,"chr10",6144934,6254644,"Loss",0.917813278539088,0.903613710477326,"Loss","Loss",TRUE,FALSE
"SFMBT2",0.916004477206978,"chr10",7158624,7411488,"Loss",0.919289428610856,0.905642328223365,"Loss","Loss",TRUE,FALSE
"ITIH5",0.917621191279422,"chr10",7559270,7666998,"Loss",0.920746921868237,0.907761293198222,"Loss","Loss",TRUE,FALSE
"PROSER2",0.918765746966244,"chr10",11823339,11872277,"Loss",0.921709386552633,0.909480242190674,"Loss","Loss",TRUE,FALSE
