"patient_id","tumor_site","n_cells","chromosome","chr_num","mean_cnv"
"SPECTRUM-OV-112","Ascites",3,"chr3",3,1.07457207926488
"SPECTRUM-OV-112","Ascites",3,"chr4",4,0.977416907081333
"SPECTRUM-OV-112","Ascites",3,"chr5",5,0.986952381124344
"SPECTRUM-OV-112","Ascites",3,"chr6",6,0.969987580376348
"SPECTRUM-OV-112","Ascites",3,"chr7",7,1.03508739361449
"SPECTRUM-OV-112","Ascites",3,"chr8",8,1.03369751407117
"SPECTRUM-OV-112","Ascites",3,"chr9",9,1.00194668673113
"SPECTRUM-OV-112","Ascites",3,"chr10",10,0.966839153926189
"SPECTRUM-OV-112","Ascites",3,"chr11",11,1.01922248592906
"SPECTRUM-OV-112","Ascites",3,"chr12",12,1.0507065702633
"SPECTRUM-OV-112","Ascites",3,"chr13",13,0.965365826436338
"SPECTRUM-OV-112","Ascites",3,"chr14",14,0.9686320718511
"SPECTRUM-OV-112","Ascites",3,"chr15",15,0.976010635857692
"SPECTRUM-OV-112","Ascites",3,"chr16",16,0.978311995181824
"SPECTRUM-OV-112","Ascites",3,"chr17",17,1.00194668673113
"SPECTRUM-OV-112","Ascites",3,"chr18",18,1.01302909177096
"SPECTRUM-OV-112","Ascites",3,"chr19",19,1.01245300669959
"SPECTRUM-OV-112","Ascites",3,"chr20",20,1.17717081398011
"SPECTRUM-OV-112","Ascites",3,"chr21",21,1.00194668673113
"SPECTRUM-OV-112","Ascites",3,"chr22",22,0.849831999506477
"SPECTRUM-OV-116","Solid",1500,"chr1",1,1.00659074942847
"SPECTRUM-OV-116","Solid",1500,"chr2",2,0.996720491917983
"SPECTRUM-OV-116","Solid",1500,"chr3",3,1.06814236469692
"SPECTRUM-OV-116","Solid",1500,"chr4",4,0.993143787038418
"SPECTRUM-OV-116","Solid",1500,"chr5",5,0.965201629721843
"SPECTRUM-OV-116","Solid",1500,"chr6",6,0.872014999638713
"SPECTRUM-OV-116","Solid",1500,"chr7",7,1.00004014899781
"SPECTRUM-OV-116","Solid",1500,"chr8",8,1.13971869088266
"SPECTRUM-OV-116","Solid",1500,"chr9",9,1.05035853326452
"SPECTRUM-OV-116","Solid",1500,"chr10",10,0.983223682721742
"SPECTRUM-OV-116","Solid",1500,"chr11",11,1.0133179086152
"SPECTRUM-OV-116","Solid",1500,"chr12",12,1.05717241010468
"SPECTRUM-OV-116","Solid",1500,"chr13",13,1.00096979129735
"SPECTRUM-OV-116","Solid",1500,"chr14",14,0.970690035096233
"SPECTRUM-OV-116","Solid",1500,"chr15",15,1.00215803633012
"SPECTRUM-OV-116","Solid",1500,"chr16",16,1.00342909084963
"SPECTRUM-OV-116","Solid",1500,"chr17",17,1.02042866419162
"SPECTRUM-OV-116","Solid",1500,"chr18",18,0.993622833205648
"SPECTRUM-OV-116","Solid",1500,"chr19",19,1.00797840202009
"SPECTRUM-OV-116","Solid",1500,"chr20",20,1.07420975186071
"SPECTRUM-OV-116","Solid",1500,"chr21",21,1.02012570476638
"SPECTRUM-OV-116","Solid",1500,"chr22",22,0.893702889324798
"SPECTRUM-OV-116","Ascites",969,"chr1",1,1.01381903264658
"SPECTRUM-OV-116","Ascites",969,"chr2",2,0.991913864568744
"SPECTRUM-OV-116","Ascites",969,"chr3",3,1.04344577097449
"SPECTRUM-OV-116","Ascites",969,"chr4",4,0.992876312997807
"SPECTRUM-OV-116","Ascites",969,"chr5",5,0.970227949533754
"SPECTRUM-OV-116","Ascites",969,"chr6",6,0.895159242208346
"SPECTRUM-OV-116","Ascites",969,"chr7",7,1.01261524998067
"SPECTRUM-OV-116","Ascites",969,"chr8",8,1.12668786653829
"SPECTRUM-OV-116","Ascites",969,"chr9",9,1.05359929926861
"SPECTRUM-OV-116","Ascites",969,"chr10",10,0.997791740703939
"SPECTRUM-OV-116","Ascites",969,"chr11",11,1.00403108788685
"SPECTRUM-OV-116","Ascites",969,"chr12",12,1.03482695849611
"SPECTRUM-OV-116","Ascites",969,"chr13",13,0.977939955267301
"SPECTRUM-OV-116","Ascites",969,"chr14",14,0.949244948417198
"SPECTRUM-OV-116","Ascites",969,"chr15",15,1.00310968693368
"SPECTRUM-OV-116","Ascites",969,"chr16",16,1.03319548221827
"SPECTRUM-OV-116","Ascites",969,"chr17",17,1.02044484166387
"SPECTRUM-OV-116","Ascites",969,"chr18",18,1.01102985124367
"SPECTRUM-OV-116","Ascites",969,"chr19",19,1.00752444420207
"SPECTRUM-OV-116","Ascites",969,"chr20",20,1.06616407108458
"SPECTRUM-OV-116","Ascites",969,"chr21",21,1.01161075393013
"SPECTRUM-OV-116","Ascites",969,"chr22",22,0.911684860559446
